,total_points,total_pointsALL,minutesALL,goals_concededALL,influenceALL,bonusALL,bpsALL,ict_indexALL,clean_sheetsALL,red_cardsALL,yellow_cardsALL,now_costALL,GW,opponent_strength_overall,opponent_strength_attack,AV_bonus_past5,AV_bps_past5,AV_clean_sheets_past5,AV_goals_conceded_past5,AV_ict_index_past5,AV_influence_past5,AV_minutes_past5,AV_penalties_saved_past5,AV_saves_past5,AV_total_points_past5,AV_value_past5,team_strength_rank,opponent_strength_rank
86,6,20,540,5,73.2,0,90,7.3,2,0,0,45,13,1100,1110,0.0,22.0,1.0,0.0,0.5,4.8,90.0,0.0,1.0,6.0,47.0,2,13
87,2,20,540,5,73.2,0,90,7.3,2,0,0,45,4,1220,1210,0.0,16.0,0.5,0.5,0.8,7.8,90.0,0.0,1.0,4.0,48.5,2,7
88,0,20,540,5,73.2,0,90,7.3,2,0,0,45,24,1100,1055,0.0,10.67,0.33,0.33,0.53,5.2,60.0,0.0,0.67,2.67,47.33,2,10
89,3,20,540,5,73.2,0,90,7.3,2,0,0,45,28,1100,1055,0.0,11.25,0.25,0.5,0.82,8.25,67.5,0.0,1.25,2.75,46.75,2,13
90,0,20,540,5,73.2,0,90,7.3,2,0,0,45,21,1100,1120,0.0,9.0,0.2,0.4,0.66,6.6,54.0,0.0,1.0,2.2,46.6,2,16
91,0,20,540,5,73.2,0,90,7.3,2,0,0,45,19,1145,1140,0.0,4.6,0.0,0.4,0.56,5.64,36.0,0.0,0.8,1.0,46.4,2,10
92,0,20,540,5,73.2,0,90,7.3,2,0,0,45,6,1230,1150,0.0,2.6,0.0,0.2,0.34,3.48,18.0,0.0,0.6,0.6,46.4,2,5
93,0,20,540,5,73.2,0,90,7.3,2,0,0,45,15,1055,1020,0.0,2.6,0.0,0.2,0.34,3.48,18.0,0.0,0.6,0.6,46.8,2,18
94,1,20,540,5,73.2,0,90,7.3,2,0,0,45,3,1175,1180,0.0,2.0,0.0,0.4,0.24,2.44,18.0,0.0,0.2,0.2,47.8,2,11
95,0,20,540,5,73.2,0,90,7.3,2,0,0,45,9,1125,1080,0.0,2.0,0.0,0.4,0.24,2.44,18.0,0.0,0.2,0.2,48.2,2,8
96,0,20,540,5,73.2,0,90,7.3,2,0,0,45,8,1365,1360,0.0,2.0,0.0,0.4,0.24,2.44,18.0,0.0,0.2,0.2,48.8,2,1
97,0,20,540,5,73.2,0,90,7.3,2,0,0,45,26,1280,1210,0.0,2.0,0.0,0.4,0.24,2.44,18.0,0.0,0.2,0.2,47.8,2,6
98,0,20,540,5,73.2,0,90,7.3,2,0,0,45,16,1160,1140,0.0,2.0,0.0,0.4,0.24,2.44,18.0,0.0,0.2,0.2,47.6,2,4
101,6,20,540,5,73.2,0,90,7.3,2,0,0,45,2,1070,1080,0.0,5.0,0.2,0.0,0.3,3.08,18.0,0.0,0.4,1.2,46.4,2,16
102,2,20,540,5,73.2,0,90,7.3,2,0,0,45,1,1100,1125,0.0,7.0,0.2,0.2,0.56,5.6,36.0,0.0,0.6,1.6,47.4,2,17
103,0,20,540,5,73.2,0,90,7.3,2,0,0,45,11,1105,1050,0.0,7.0,0.2,0.2,0.56,5.6,36.0,0.0,0.6,1.6,47.6,2,6
104,0,20,540,5,73.2,0,90,7.3,2,0,0,45,10,1040,1020,0.0,7.0,0.2,0.2,0.56,5.6,36.0,0.0,0.6,1.6,48.0,2,20
105,0,20,540,5,73.2,0,90,7.3,2,0,0,45,25,1045,1050,0.0,7.0,0.2,0.2,0.56,5.6,36.0,0.0,0.6,1.6,48.0,2,19
106,0,20,540,5,73.2,0,90,7.3,2,0,0,45,5,1095,1125,0.0,2.0,0.0,0.2,0.26,2.52,18.0,0.0,0.2,0.4,48.0,2,15
800,2,87,1890,19,476.6,9,443,48.5,7,0,1,57,22,1190,1150,0.0,17.0,0.0,1.0,1.4,13.6,90.0,0.0,2.0,2.0,57.0,3,8
801,3,87,1890,19,476.6,9,443,48.5,7,0,1,57,1,1125,1080,0.0,16.5,0.0,1.0,2.0,19.9,90.0,0.0,3.0,2.5,56.0,3,8
802,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,15,1030,1045,0.0,11.0,0.0,0.67,1.33,13.27,60.0,0.0,2.0,1.67,56.0,3,20
803,2,87,1890,19,476.6,9,443,48.5,7,0,1,57,23,1350,1370,0.0,12.25,0.0,1.25,1.78,17.75,67.5,0.0,2.5,1.75,56.25,3,2
804,4,87,1890,19,476.6,9,443,48.5,7,0,1,57,7,1170,1110,0.2,15.0,0.0,1.4,2.38,23.88,72.0,0.0,3.6,2.2,56.0,3,5
805,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,25,1100,1110,0.2,11.6,0.0,1.2,2.1,21.16,54.0,0.0,3.2,1.8,56.2,3,13
806,1,87,1890,19,476.6,9,443,48.5,7,0,1,57,8,1100,1070,0.2,11.2,0.0,1.4,1.82,18.28,54.0,0.0,2.6,1.4,56.2,3,9
807,6,87,1890,19,476.6,9,443,48.5,7,0,1,57,17,1220,1210,0.2,17.0,0.2,1.4,2.28,22.96,72.0,0.0,3.0,2.6,56.2,3,7
808,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,24,1050,1050,0.2,13.8,0.2,0.8,1.66,16.72,54.0,0.0,2.2,2.2,56.2,3,19
809,3,87,1890,19,476.6,9,443,48.5,7,0,1,57,16,1070,1080,0.0,11.4,0.2,0.6,1.18,11.92,54.0,0.0,1.2,2.0,56.4,3,16
810,2,87,1890,19,476.6,9,443,48.5,7,0,1,57,5,1100,1085,0.0,14.2,0.2,0.8,1.36,13.72,72.0,0.0,1.4,2.4,55.8,3,14
811,5,87,1890,19,476.6,9,443,48.5,7,0,1,57,3,1105,1050,0.2,16.2,0.2,0.6,2.12,21.28,72.0,0.0,2.6,3.2,55.8,3,6
812,8,87,1890,19,476.6,9,443,48.5,7,0,1,57,4,1285,1220,0.4,16.8,0.2,0.6,2.24,22.48,72.0,0.0,2.8,3.6,55.6,3,4
813,2,87,1890,19,476.6,9,443,48.5,7,0,1,57,2,1100,1130,0.4,20.0,0.2,0.8,2.82,28.28,90.0,0.0,3.6,4.0,55.2,3,12
814,7,87,1890,19,476.6,9,443,48.5,7,0,1,57,12,1100,1055,0.4,22.6,0.4,0.6,2.82,28.16,90.0,0.0,3.6,4.8,55.2,3,13
815,6,87,1890,19,476.6,9,443,48.5,7,0,1,57,19,1045,1050,0.4,24.6,0.6,0.4,2.74,27.36,90.0,0.0,3.4,5.6,55.4,3,19
816,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,25,1090,1060,0.2,19.8,0.6,0.2,1.74,17.44,72.0,0.0,2.0,4.6,56.0,3,18
817,3,87,1890,19,476.6,9,443,48.5,7,0,1,57,13,1355,1350,0.0,16.6,0.4,0.4,1.72,17.08,72.0,0.0,2.2,3.6,56.2,3,1
818,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,27,1065,1050,0.0,13.4,0.4,0.2,1.14,11.28,54.0,0.0,1.4,3.2,56.8,3,17
819,7,87,1890,19,476.6,9,443,48.5,7,0,1,57,10,1100,1125,0.2,13.8,0.4,0.2,0.96,9.48,54.0,0.0,1.0,3.2,56.6,3,17
820,8,87,1890,19,476.6,9,443,48.5,7,0,1,57,9,1100,1125,0.6,14.8,0.4,0.2,1.4,11.92,54.0,0.0,1.2,3.6,56.4,3,15
821,1,87,1890,19,476.6,9,443,48.5,7,0,1,57,20,1280,1210,0.6,17.6,0.4,0.6,1.6,14.0,72.0,0.0,1.4,3.8,56.0,3,6
822,2,87,1890,19,476.6,9,443,48.5,7,0,1,57,18,1365,1370,0.6,17.6,0.4,0.6,1.34,11.52,72.0,0.0,0.8,3.6,56.0,3,2
823,6,87,1890,19,476.6,9,443,48.5,7,0,1,57,21,1100,1055,0.6,22.8,0.6,0.6,1.56,13.8,90.0,0.0,1.0,4.8,55.8,3,12
824,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,14,1175,1180,0.4,17.0,0.4,0.6,1.26,10.84,72.0,0.0,0.8,3.4,56.0,3,11
825,0,87,1890,19,476.6,9,443,48.5,7,0,1,57,28,1365,1360,0.0,11.2,0.2,0.6,0.72,7.4,54.0,0.0,0.6,1.8,56.6,3,1
826,6,87,1890,19,476.6,9,443,48.5,7,0,1,57,11,1055,1020,0.6,13.0,0.2,0.4,1.1,11.16,54.0,0.0,1.2,2.8,56.6,3,18
827,3,87,1890,19,476.6,9,443,48.5,7,0,1,57,6,1145,1140,0.6,14.0,0.2,0.4,1.32,13.32,54.0,0.0,1.6,3.0,56.4,3,10
885,8,106,2340,42,843.6,11,519,84.3,4,0,1,43,18,1220,1210,1.0,26.0,1.0,0.0,1.9,18.8,90.0,0.0,3.0,8.0,42.0,10,7
886,1,106,2340,42,843.6,11,519,84.3,4,0,1,43,23,1125,1130,0.5,16.5,0.5,0.5,1.35,13.3,67.5,0.0,2.5,4.5,42.0,10,7
887,1,106,2340,42,843.6,11,519,84.3,4,0,1,43,11,1100,1110,0.33,14.67,0.33,1.33,1.23,12.13,75.0,0.0,2.33,3.33,42.33,10,13
888,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,21,1030,1045,0.25,14.25,0.25,1.25,1.5,14.95,78.75,0.0,2.75,3.25,42.25,10,20
889,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,28,1050,1050,0.2,14.8,0.2,1.4,1.64,16.4,81.0,0.0,2.8,3.0,42.4,10,19
890,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,4,1055,1020,0.0,11.2,0.0,1.6,1.3,13.04,81.0,0.0,2.2,1.8,42.2,10,18
891,1,106,2340,42,843.6,11,519,84.3,4,0,1,43,9,1160,1140,0.0,12.6,0.0,2.2,1.76,17.6,90.0,0.0,2.4,1.8,42.2,10,4
892,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,26,1100,1055,0.0,14.0,0.0,2.0,2.22,22.28,90.0,0.0,3.0,2.0,42.0,10,13
893,11,106,2340,42,843.6,11,519,84.3,4,0,1,43,20,1210,1180,0.6,18.8,0.2,1.8,2.98,29.8,90.0,0.0,3.8,3.6,42.0,10,9
894,10,106,2340,42,843.6,11,519,84.3,4,0,1,43,19,1350,1370,1.0,22.8,0.4,1.4,3.72,37.24,90.0,0.0,4.8,5.2,41.8,10,2
895,0,106,2340,42,843.6,11,519,84.3,4,0,1,43,16,1055,1050,1.0,21.2,0.4,1.2,3.68,36.84,72.0,0.0,4.8,4.8,42.2,10,11
896,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,10,1100,1125,1.0,21.8,0.4,0.6,3.5,35.08,72.0,0.0,4.8,5.2,42.2,10,15
897,4,106,2340,42,843.6,11,519,84.3,4,0,1,43,5,1365,1360,1.0,24.0,0.4,0.8,4.36,43.64,72.0,0.0,5.8,5.6,42.0,10,1
898,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,29,1285,1220,0.4,20.0,0.2,1.0,3.7,37.08,72.0,0.0,5.0,4.0,42.2,10,4
899,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,14,1100,1120,0.0,14.4,0.0,1.2,2.68,26.72,72.0,0.0,3.6,2.4,42.4,10,16
900,5,106,2340,42,843.6,11,519,84.3,4,0,1,43,3,1100,1070,0.0,19.8,0.0,1.4,3.84,38.32,90.0,0.0,5.4,3.4,41.8,10,9
901,13,106,2340,42,843.6,11,519,84.3,4,0,1,43,27,1095,1125,0.6,25.4,0.0,1.4,5.0,49.96,90.0,0.2,6.6,5.4,41.8,10,15
902,0,106,2340,42,843.6,11,519,84.3,4,0,1,43,24,1365,1370,0.6,22.2,0.0,2.0,4.26,42.6,90.0,0.2,5.8,4.6,42.0,10,2
903,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,12,1100,1125,0.6,21.6,0.0,2.2,4.16,41.48,90.0,0.2,5.6,4.4,42.0,10,17
904,1,106,2340,42,843.6,11,519,84.3,4,0,1,43,8,1280,1210,0.6,21.8,0.0,2.4,4.22,42.16,90.0,0.2,5.6,4.2,41.8,10,6
905,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,13,1045,1050,0.6,19.8,0.0,2.4,3.72,37.16,90.0,0.2,4.6,3.8,42.4,10,19
906,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,25,1065,1050,0.0,15.4,0.0,2.6,3.02,30.24,90.0,0.0,4.0,1.8,42.4,10,17
907,0,106,2340,42,843.6,11,519,84.3,4,0,1,43,17,1100,1105,0.0,12.8,0.0,1.4,2.24,22.4,72.0,0.0,2.8,1.8,42.4,10,14
908,0,106,2340,42,843.6,11,519,84.3,4,0,1,43,15,1170,1110,0.0,10.0,0.0,1.0,1.78,17.88,54.0,0.0,2.2,1.4,42.4,10,5
909,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,1,1100,1055,0.0,11.2,0.0,0.8,1.98,19.92,54.0,0.0,2.8,1.8,42.0,10,12
910,10,106,2340,42,843.6,11,519,84.3,4,0,1,43,2,1190,1150,0.4,14.0,0.0,0.8,2.08,20.96,54.0,0.2,2.6,3.2,41.4,10,8
911,2,106,2340,42,843.6,11,519,84.3,4,0,1,43,6,1240,1210,0.4,12.8,0.0,1.0,1.76,17.68,54.0,0.2,2.2,3.0,41.2,10,3
912,3,106,2340,42,843.6,11,519,84.3,4,0,1,43,22,1100,1130,0.4,15.4,0.0,1.2,2.32,23.24,72.0,0.2,2.8,3.6,41.2,10,12
913,6,106,2340,42,843.6,11,519,84.3,4,0,1,43,7,1040,1020,0.4,20.0,0.2,1.2,2.64,26.52,90.0,0.2,3.2,4.8,41.0,10,20
1654,3,8,180,3,125.6,1,56,13.6,0,0,0,43,29,1100,1055,0.0,6.33,0.0,0.33,1.37,13.53,30.0,0.0,1.67,1.0,43.0,19,13
1655,0,8,180,3,125.6,1,56,13.6,0,0,0,43,24,1240,1210,0.0,4.75,0.0,0.25,1.02,10.15,22.5,0.0,1.25,0.75,43.0,19,3
1656,0,8,180,3,125.6,1,56,13.6,0,0,0,43,28,1100,1055,0.0,3.8,0.0,0.2,0.82,8.12,18.0,0.0,1.0,0.6,43.0,19,10
1657,0,8,180,3,125.6,1,56,13.6,0,0,0,43,10,1100,1055,0.0,3.8,0.0,0.2,0.82,8.12,18.0,0.0,1.0,0.6,43.0,19,12
1658,0,8,180,3,125.6,1,56,13.6,0,0,0,43,23,1175,1180,0.0,3.8,0.0,0.2,0.82,8.12,18.0,0.0,1.0,0.6,43.0,19,11
1907,5,44,1260,18,365.2,6,271,36.6,2,0,2,44,25,1030,1045,0.0,18.0,1.0,0.0,1.1,10.6,90.0,0.0,1.0,5.0,44.0,9,20
1908,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,27,1055,1050,0.0,9.0,0.5,0.0,0.55,5.3,45.0,0.0,0.5,2.5,44.0,9,11
1909,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,26,1100,1125,0.0,11.67,0.33,0.33,0.83,8.27,60.0,0.0,0.67,2.33,44.0,9,15
1910,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,22,1055,1020,0.0,8.75,0.25,0.25,0.62,6.2,45.0,0.0,0.5,1.75,44.0,9,18
1911,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,21,1100,1105,0.0,7.0,0.2,0.2,0.5,4.96,36.0,0.0,0.4,1.4,44.0,9,14
1912,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,3,1145,1140,0.0,6.6,0.0,0.8,0.88,8.84,36.0,0.0,1.0,0.8,44.0,9,10
1913,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,6,1100,1130,0.0,8.2,0.0,1.0,1.24,12.36,54.0,0.0,1.4,1.2,44.0,9,12
1914,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,24,1170,1110,0.0,4.8,0.0,0.8,0.96,9.52,36.0,0.0,1.2,0.8,44.0,9,5
1915,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,1,1090,1060,0.0,4.8,0.0,0.8,0.96,9.52,36.0,0.0,1.2,0.8,44.2,9,18
1916,5,44,1260,18,365.2,6,271,36.6,2,0,2,44,11,1095,1125,0.4,8.8,0.0,1.0,1.58,15.68,54.0,0.0,1.8,1.8,44.2,9,15
1917,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,14,1125,1080,0.4,5.6,0.0,0.4,0.98,9.68,36.0,0.0,1.0,1.4,44.2,9,8
1918,1,44,1260,18,365.2,6,271,36.6,2,0,2,44,13,1065,1050,0.4,7.4,0.0,0.6,1.1,11.0,36.0,0.0,1.2,1.2,44.2,9,17
1919,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,4,1280,1210,0.4,10.8,0.0,0.8,1.46,14.64,54.0,0.0,1.6,1.6,44.2,9,6
1920,1,44,1260,18,365.2,6,271,36.6,2,0,2,44,8,1370,1350,0.4,14.4,0.0,1.2,1.96,19.56,72.0,0.0,2.0,1.8,44.0,9,3
1921,10,44,1260,18,365.2,6,271,36.6,2,0,2,44,28,1100,1125,0.6,17.0,0.2,1.0,1.9,19.04,72.0,0.0,2.2,2.8,44.0,9,17
1922,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,10,1175,1180,0.6,17.0,0.2,1.0,1.9,19.04,72.0,0.0,2.2,2.8,44.0,9,11
1923,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,20,1100,1055,0.6,13.6,0.2,0.6,1.42,14.2,54.0,0.0,1.6,2.6,44.0,9,10
1924,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,19,1230,1150,0.6,10.2,0.2,0.4,1.06,10.56,36.0,0.0,1.2,2.2,44.0,9,5
1925,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,12,1040,1020,0.6,6.6,0.2,0.0,0.56,5.64,18.0,0.0,0.8,2.0,44.0,9,20
1928,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,16,1050,1050,0.0,2.8,0.0,0.2,0.44,4.36,18.0,0.0,0.4,0.4,44.0,9,19
1929,3,44,1260,18,365.2,6,271,36.6,2,0,2,44,23,1100,1120,0.0,7.4,0.0,0.4,1.04,10.36,36.0,0.0,1.2,1.0,44.0,9,16
1930,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,15,1100,1055,0.0,7.4,0.0,0.4,1.04,10.36,36.0,0.0,1.2,1.0,44.0,9,13
1931,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,2,1100,1085,0.0,7.4,0.0,0.4,1.04,10.36,36.0,0.0,1.2,1.0,44.2,9,14
1932,2,44,1260,18,365.2,6,271,36.6,2,0,2,44,18,1070,1080,0.0,11.2,0.0,0.6,1.34,13.36,54.0,0.0,1.6,1.4,44.2,9,16
1933,0,44,1260,18,365.2,6,271,36.6,2,0,2,44,9,1355,1350,0.0,8.4,0.0,0.4,0.9,9.0,36.0,0.0,1.2,1.0,44.2,9,1
1934,3,44,1260,18,365.2,6,271,36.6,2,0,2,44,17,1350,1370,0.0,9.4,0.0,0.6,1.3,13.08,36.0,0.0,1.6,1.0,44.2,9,2
2339,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,7,1190,1150,0.0,20.0,0.0,2.0,2.1,20.6,90.0,0.0,2.0,1.0,47.0,11,8
2340,3,106,2700,47,848.8,13,610,84.6,8,0,3,48,26,1125,1130,0.0,20.5,0.0,1.5,3.15,31.5,90.0,0.0,4.5,2.0,47.5,11,7
2341,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,8,1040,1020,0.0,18.0,0.0,1.33,2.73,27.27,90.0,0.0,3.67,2.0,47.33,11,20
2342,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,25,1285,1220,0.0,17.25,0.0,1.5,2.4,24.0,90.0,0.0,3.0,1.75,47.5,11,4
2343,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,9,1170,1110,0.0,16.8,0.0,1.6,2.34,23.4,90.0,0.0,3.0,1.8,47.4,11,5
2344,12,106,2700,47,848.8,13,610,84.6,8,0,3,48,1,1095,1125,0.6,22.0,0.2,1.2,3.42,34.28,90.0,0.0,4.4,4.0,47.0,11,15
2345,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,23,1045,1050,0.6,20.0,0.2,1.4,2.8,28.08,90.0,0.0,3.4,3.6,47.0,11,19
2346,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,28,1100,1085,0.6,19.8,0.2,1.6,2.74,27.52,90.0,0.0,3.4,3.4,47.2,11,14
2347,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,13,1100,1105,0.6,21.2,0.2,1.6,3.34,33.48,90.0,0.0,4.0,3.6,47.0,11,14
2348,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,20,1365,1370,0.6,19.8,0.2,1.4,3.28,32.96,90.0,0.0,3.8,3.4,47.2,11,2
2349,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,18,1050,1050,0.0,12.8,0.0,1.8,1.9,19.12,90.0,0.0,2.0,1.2,47.8,11,19
2350,3,106,2700,47,848.8,13,610,84.6,8,0,3,48,10,1100,1070,0.0,14.0,0.0,1.6,2.38,23.92,90.0,0.0,2.6,1.6,47.6,11,9
2351,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,2,1100,1055,0.0,15.4,0.0,1.8,2.88,29.0,90.0,0.0,3.2,1.8,47.0,11,13
2352,7,106,2700,47,848.8,13,610,84.6,8,0,3,48,29,1230,1150,0.0,17.4,0.2,1.4,2.74,27.6,90.0,0.0,3.4,2.8,47.2,11,5
2353,8,106,2700,47,848.8,13,610,84.6,8,0,3,48,22,1100,1125,0.4,21.6,0.4,1.2,2.76,27.76,90.0,0.0,3.4,4.2,47.2,11,15
2354,3,106,2700,47,848.8,13,610,84.6,8,0,3,48,17,1105,1050,0.4,24.0,0.4,1.4,3.62,36.48,90.0,0.0,4.8,4.6,47.0,11,6
2355,5,106,2700,47,848.8,13,610,84.6,8,0,3,48,3,1350,1370,0.8,26.0,0.4,1.6,4.12,41.48,90.0,0.0,5.4,5.0,46.6,11,2
2356,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,21,1125,1080,0.8,25.0,0.4,1.2,3.62,36.36,90.0,0.0,4.8,5.0,47.2,11,8
2357,9,106,2700,47,848.8,13,610,84.6,8,0,3,48,16,1145,1140,1.2,26.0,0.4,1.2,3.66,36.84,90.0,0.0,4.8,5.4,47.0,11,10
2358,3,106,2700,47,848.8,13,610,84.6,8,0,3,48,24,1100,1130,0.8,23.4,0.2,1.4,3.82,38.4,90.0,0.0,5.2,4.4,47.0,11,12
2359,10,106,2700,47,848.8,13,610,84.6,8,0,3,48,6,1070,1080,1.4,25.4,0.4,0.8,3.28,33.0,90.0,0.0,4.4,5.8,46.8,11,16
2360,0,106,2700,47,848.8,13,610,84.6,8,0,3,48,19,1100,1055,1.0,21.4,0.4,1.0,2.34,23.6,90.0,0.0,3.0,4.8,47.4,11,12
2361,2,106,2700,47,848.8,13,610,84.6,8,0,3,48,12,1160,1140,1.0,22.0,0.4,1.4,2.64,26.6,90.0,0.0,3.4,4.8,47.2,11,4
2362,6,106,2700,47,848.8,13,610,84.6,8,0,3,48,5,1090,1060,0.6,19.0,0.4,1.4,2.24,22.52,90.0,0.0,2.8,4.2,47.0,11,18
2363,3,106,2700,47,848.8,13,610,84.6,8,0,3,48,11,1220,1210,0.6,19.6,0.4,1.4,2.3,23.16,90.0,0.0,2.8,4.2,46.8,11,7
2364,1,106,2700,47,848.8,13,610,84.6,8,0,3,48,14,1240,1210,0.0,17.6,0.2,2.2,2.9,29.04,90.0,0.0,4.0,2.4,47.0,11,3
2365,6,106,2700,47,848.8,13,610,84.6,8,0,3,48,15,1100,1125,0.0,21.8,0.4,1.6,2.96,29.52,90.0,0.0,4.0,3.6,46.8,11,17
2366,0,106,2700,47,848.8,13,610,84.6,8,0,3,48,4,1355,1350,0.0,20.4,0.4,2.0,2.44,24.28,90.0,0.0,3.2,3.2,46.4,11,1
2367,8,106,2700,47,848.8,13,610,84.6,8,0,3,48,27,1210,1180,0.2,22.6,0.4,2.0,2.78,27.64,90.0,0.0,3.8,3.6,46.8,11,9
2967,9,29,720,8,205.6,3,158,21.4,2,0,0,38,27,1065,1050,3.0,29.0,1.0,0.0,2.1,21.4,90.0,0.0,2.0,9.0,37.0,3,17
2968,0,29,720,8,205.6,3,158,21.4,2,0,0,38,10,1100,1125,1.5,14.5,0.5,0.0,1.05,10.7,45.0,0.0,1.0,4.5,38.0,3,17
2969,0,29,720,8,205.6,3,158,21.4,2,0,0,38,6,1145,1140,1.0,9.67,0.33,0.0,0.7,7.13,30.0,0.0,0.67,3.0,38.67,3,10
2970,0,29,720,8,205.6,3,158,21.4,2,0,0,38,7,1170,1110,0.75,7.25,0.25,0.0,0.52,5.35,22.5,0.0,0.5,2.25,39.0,3,5
2971,3,29,720,8,205.6,3,158,21.4,2,0,0,38,24,1050,1050,0.6,9.2,0.2,0.2,1.0,10.12,36.0,0.0,1.0,2.4,38.6,3,19
2972,0,29,720,8,205.6,3,158,21.4,2,0,0,38,20,1280,1210,0.0,3.4,0.0,0.2,0.58,5.84,18.0,0.0,0.6,0.6,38.8,3,6
2973,0,29,720,8,205.6,3,158,21.4,2,0,0,38,19,1045,1050,0.0,3.4,0.0,0.2,0.58,5.84,18.0,0.0,0.6,0.6,38.6,3,19
2974,0,29,720,8,205.6,3,158,21.4,2,0,0,38,22,1190,1150,0.0,3.4,0.0,0.2,0.58,5.84,18.0,0.0,0.6,0.6,38.0,3,8
2975,0,29,720,8,205.6,3,158,21.4,2,0,0,38,4,1285,1220,0.0,3.4,0.0,0.2,0.58,5.84,18.0,0.0,0.6,0.6,38.0,3,4
2976,3,29,720,8,205.6,3,158,21.4,2,0,0,38,28,1365,1360,0.0,4.0,0.0,0.2,0.82,8.16,18.0,0.0,1.0,0.6,38.2,3,1
2977,0,29,720,8,205.6,3,158,21.4,2,0,0,38,12,1100,1055,0.0,4.0,0.0,0.2,0.82,8.16,18.0,0.0,1.0,0.6,38.4,3,13
2978,0,29,720,8,205.6,3,158,21.4,2,0,0,38,5,1100,1085,0.0,4.0,0.0,0.2,0.82,8.16,18.0,0.0,1.0,0.6,38.8,3,14
2979,1,29,720,8,205.6,3,158,21.4,2,0,0,38,14,1175,1180,0.0,7.2,0.0,0.8,1.2,12.04,36.0,0.0,1.4,0.8,39.2,3,11
2980,3,29,720,8,205.6,3,158,21.4,2,0,0,38,25,1100,1110,0.0,11.0,0.0,1.0,1.96,19.72,54.0,0.0,2.4,1.4,38.6,3,13
2981,0,29,720,8,205.6,3,158,21.4,2,0,0,38,1,1125,1080,0.0,7.0,0.0,0.8,1.14,11.56,36.0,0.0,1.4,0.8,39.0,3,8
2982,0,29,720,8,205.6,3,158,21.4,2,0,0,38,9,1100,1125,0.0,7.0,0.0,0.8,1.14,11.56,36.0,0.0,1.4,0.8,39.0,3,15
2983,0,29,720,8,205.6,3,158,21.4,2,0,0,38,21,1100,1055,0.0,7.0,0.0,0.8,1.14,11.56,36.0,0.0,1.4,0.8,38.4,3,12
2984,0,29,720,8,205.6,3,158,21.4,2,0,0,38,23,1350,1370,0.0,3.8,0.0,0.2,0.76,7.68,18.0,0.0,1.0,0.6,38.0,3,2
2990,6,29,720,8,205.6,3,158,21.4,2,0,0,38,15,1030,1045,0.0,5.0,0.2,0.0,0.26,2.64,18.0,0.0,0.2,1.2,39.4,3,20
2991,0,29,720,8,205.6,3,158,21.4,2,0,0,38,17,1220,1210,0.0,5.0,0.2,0.0,0.26,2.64,18.0,0.0,0.2,1.2,39.4,3,7
2992,0,29,720,8,205.6,3,158,21.4,2,0,0,38,13,1355,1350,0.0,5.0,0.2,0.0,0.26,2.64,18.0,0.0,0.2,1.2,39.2,3,1
